date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2019-06-16,30,0,30,0,0,False,30,0,0,0,False
2019-06-23,0,0,30,0,0,False,30,0,0,0,False
2019-06-30,0,0,0,0,0,False,0,0,0,0,False
2019-07-07,0,0,0,0,0,False,0,0,0,0,False
2019-07-14,31,0,0,0,0,False,0,0,0,0,False
2019-07-21,0,0,0,0,0,False,0,0,0,0,False
2019-07-28,0,0,0,0,0,False,0,0,0,0,False
2019-08-04,0,0,33,0,0,False,33,0,0,0,False
2019-08-11,31,0,0,0,0,False,0,0,0,0,False
2019-08-18,0,0,31,0,0,False,31,0,0,0,False
2019-08-25,30,0,0,0,0,False,0,0,0,0,False
2019-09-01,0,0,0,0,0,False,0,0,0,0,False
2019-09-08,0,0,0,0,0,False,0,0,0,0,False
2019-09-15,0,0,29,0,0,False,29,0,0,0,False
2019-09-22,0,0,0,0,0,False,0,0,0,0,False
2019-09-29,0,0,28,0,0,False,28,0,0,0,False
2019-10-06,28,0,0,0,0,False,0,0,0,0,False
2019-10-13,28,0,28,0,0,False,28,0,0,0,False
2019-10-20,28,0,28,0,0,False,28,0,0,0,False
2019-10-27,0,0,0,0,0,False,0,0,0,0,False
2019-11-03,27,0,0,0,0,False,0,0,0,0,False
2019-11-10,0,0,0,0,0,False,0,0,0,0,False
2019-11-17,27,0,0,0,0,False,0,0,0,0,False
2019-11-24,26,0,26,0,0,False,26,0,0,0,False
2019-12-01,0,0,0,0,0,False,0,0,0,0,False
2019-12-08,26,0,0,0,0,False,0,0,0,0,False
2019-12-15,0,0,0,0,0,False,0,0,0,0,False
2019-12-22,0,0,0,0,0,False,0,0,0,0,False
2019-12-29,27,0,0,0,0,False,0,0,0,0,False
2020-01-05,26,0,0,0,0,False,0,0,0,0,False
2020-01-12,0,0,0,0,0,False,0,0,0,0,False
2020-01-19,52,0,0,0,0,False,0,0,0,0,False
2020-01-26,0,0,0,0,0,False,0,0,0,0,False
2020-02-02,0,0,25,0,0,False,25,0,0,0,False
2020-02-09,25,0,25,0,0,False,25,0,0,0,False
2020-02-16,0,0,25,0,0,False,25,0,0,0,False
2020-02-23,24,0,0,0,0,False,0,0,0,0,False
2020-03-01,0,0,0,0,0,False,0,0,0,0,False
2020-03-08,0,0,0,0,0,False,0,0,0,0,False
2020-03-15,0,0,21,0,0,False,21,0,0,0,False
2020-03-22,0,0,0,0,0,False,0,0,0,0,False
2020-03-29,0,0,0,0,0,False,0,0,0,0,False
2020-04-05,0,0,0,0,0,False,0,0,0,0,False
2020-04-12,21,0,0,0,0,False,0,0,0,0,False
2020-04-19,0,0,21,0,0,False,21,0,0,0,False
2020-04-26,20,0,0,0,0,False,0,0,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,True
