date,mariage traiteur_x,vegan mariage ,gateau mariage,poisson mariage ,buffet mariage,isPartial_x,mariage traiteur_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2018-11-04,58,0,0,0,0,False,58,0,0,0,False
2018-11-11,20,0,20,0,0,False,20,0,0,0,False
2018-11-18,20,0,30,0,0,False,20,0,0,40,False
2018-11-25,20,0,0,0,0,False,20,0,0,20,False
2018-12-02,20,0,20,0,0,False,20,0,0,0,False
2018-12-09,0,0,41,0,0,False,0,0,0,0,False
2018-12-16,20,0,20,0,0,False,20,0,0,21,False
2018-12-23,0,0,0,0,0,False,0,0,0,33,False
2018-12-30,21,0,21,0,0,False,21,0,0,21,False
2019-01-06,40,0,20,0,0,False,40,0,0,20,False
2019-01-13,20,0,20,0,0,False,20,0,0,0,False
2019-01-20,39,0,19,0,0,False,39,0,0,19,False
2019-01-27,19,0,0,0,0,False,19,0,0,19,False
2019-02-03,79,0,0,0,0,False,79,0,0,20,False
2019-02-10,0,0,0,0,0,False,0,0,0,21,False
2019-02-17,0,0,21,0,0,False,0,0,0,21,False
2019-02-24,40,0,0,0,0,False,40,0,0,20,False
2019-03-03,48,0,19,0,0,False,48,0,0,19,False
2019-03-10,20,0,20,0,0,False,20,0,0,0,False
2019-03-17,21,0,21,0,0,False,21,0,0,20,False
2019-03-24,21,0,0,0,0,False,21,0,0,21,False
2019-03-31,20,0,30,0,0,False,20,0,0,40,False
2019-04-07,21,0,21,0,0,False,21,0,0,21,False
2019-04-14,21,0,41,0,0,False,21,0,0,21,False
2019-04-21,19,0,19,0,0,False,19,0,0,39,False
2019-04-28,19,0,0,0,0,False,19,0,0,0,False
2019-05-05,19,0,19,0,0,False,19,0,0,0,False
2019-05-12,20,0,0,0,0,False,20,0,0,20,False
2019-05-19,40,0,40,0,0,False,40,0,0,40,False
2019-05-26,58,0,19,0,0,False,58,0,0,0,False
2019-06-02,37,0,18,0,0,False,37,0,0,0,False
2019-06-09,37,0,19,0,0,False,37,0,0,18,False
2019-06-16,30,0,39,0,0,False,30,0,0,20,False
2019-06-23,19,0,19,0,0,False,19,0,0,39,False
2019-06-30,20,0,20,0,0,False,20,0,0,20,False
2019-07-07,29,0,19,0,0,False,29,0,0,0,False
2019-07-14,19,0,0,0,0,False,19,0,0,19,False
2019-07-21,68,0,19,0,0,False,68,0,0,0,False
2019-07-28,19,0,19,0,0,False,19,0,0,0,False
2019-08-04,0,0,18,0,0,False,0,0,0,0,False
2019-08-11,0,0,18,0,0,False,0,0,0,18,False
2019-08-18,28,0,0,0,0,False,28,0,0,0,False
2019-08-25,36,0,0,0,0,False,36,0,0,0,False
2019-09-01,56,0,37,0,0,False,56,0,0,0,False
2019-09-08,19,0,19,0,0,False,19,0,0,0,False
2019-09-15,47,0,0,0,0,False,47,0,0,19,False
2019-09-22,0,0,0,0,0,False,0,0,0,0,False
2019-09-29,36,0,0,0,0,False,36,0,0,18,False
2019-10-06,54,0,0,0,0,False,54,0,0,0,False
2019-10-13,18,0,0,0,0,False,18,0,0,18,False
2019-10-20,18,0,0,0,0,False,18,0,0,18,False
2019-10-27,25,0,0,0,0,False,25,0,0,17,False
2019-11-03,0,0,0,0,0,False,0,0,0,0,False
2019-11-10,18,0,18,0,0,False,18,0,0,0,False
2019-11-17,0,0,0,0,0,False,0,0,0,0,False
2019-11-24,0,0,17,0,0,False,0,0,0,0,False
2019-12-01,0,0,17,0,0,False,0,0,0,0,False
2019-12-08,17,0,0,0,0,False,17,0,0,0,False
2019-12-15,26,0,0,0,0,False,26,0,0,0,False
2019-12-22,47,0,19,0,0,False,47,0,0,0,False
2019-12-29,0,0,0,0,0,False,0,0,0,18,False
2020-01-05,34,0,0,0,0,False,34,0,0,0,False
2020-01-12,25,0,17,0,0,False,25,0,0,25,False
2020-01-19,26,0,0,0,0,False,26,0,0,0,False
2020-01-26,49,0,0,0,0,False,49,0,0,33,False
2020-02-02,34,0,34,0,0,False,34,0,0,17,False
2020-02-09,16,0,16,0,0,False,16,0,0,16,False
2020-02-16,34,0,0,0,0,False,34,0,0,34,False
2020-02-23,33,0,0,0,0,False,33,0,0,33,False
2020-03-01,32,0,0,0,0,False,32,0,0,16,False
2020-03-08,0,0,31,0,0,False,0,0,0,16,False
2020-03-15,0,0,0,0,0,False,0,0,0,0,False
2020-03-22,0,0,0,0,0,False,0,0,0,14,False
2020-03-29,14,0,14,0,0,False,14,0,0,14,False
2020-04-05,0,0,0,0,0,False,0,0,0,14,False
2020-04-12,36,0,14,0,0,False,36,0,0,0,False
2020-04-19,14,0,0,0,0,False,14,0,0,14,False
2020-04-26,0,0,13,0,0,False,0,0,0,0,False
2020-05-03,100,0,0,0,0,True,100,0,0,0,True
