date,mariage chic ,mariage nature ,mariage romantique ,mariage original _x,mariage traditionnel ,isPartial_x,mariage original _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage original ,mariage vintage,mariage plage ,isPartial
2018-09-23,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-09-30,34,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-10-07,33,0,0,33,0,False,33,0,0,0,0,False,33,0,0,False
2018-10-14,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-10-21,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-10-28,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-04,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-11,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-18,32,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-11-25,0,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2018-12-02,32,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-09,0,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2018-12-16,0,0,0,33,0,False,33,0,0,0,0,False,33,0,0,False
2018-12-23,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-30,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-01-06,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-01-13,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-01-20,0,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2019-01-27,30,0,0,60,0,False,60,0,0,0,0,False,60,0,0,False
2019-02-03,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-10,47,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-17,33,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-24,32,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-03-03,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-03-10,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-03-17,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-03-24,0,0,0,33,0,False,33,0,0,0,0,False,33,0,0,False
2019-03-31,32,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-04-07,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-04-14,0,0,0,66,0,False,66,0,0,0,0,False,66,0,0,False
2019-04-21,32,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2019-04-28,30,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2019-05-05,45,0,0,30,0,False,30,0,0,0,0,False,30,0,0,False
2019-05-12,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-05-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-05-26,32,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2019-06-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-06-09,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-06-16,65,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-06-23,32,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2019-06-30,31,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-07-07,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-07-14,33,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-07-21,0,0,0,100,0,False,100,0,0,0,0,False,100,0,0,False
2019-07-28,34,0,0,34,0,False,34,0,0,0,0,False,34,0,0,False
2019-08-04,0,0,0,35,0,False,35,0,0,0,0,False,35,0,0,False
2019-08-11,66,0,0,33,0,False,33,0,0,0,0,False,33,0,0,False
2019-08-18,0,0,0,32,0,False,32,0,0,0,0,False,32,0,0,False
2019-08-25,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-09-01,31,0,0,60,0,False,60,0,0,0,0,False,60,0,0,False
2019-09-08,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-09-15,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-09-22,29,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-09-29,29,0,0,29,0,False,29,0,0,0,0,False,29,0,0,False
2019-10-06,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-10-13,30,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-10-20,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-10-27,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-11-03,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-11-10,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-11-17,0,0,0,28,0,False,28,0,0,0,0,False,28,0,0,False
2019-11-24,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-12-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-12-08,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-12-15,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-12-22,28,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-12-29,0,0,0,29,0,False,29,0,0,0,0,False,29,0,0,False
2020-01-05,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-01-12,53,0,0,26,0,False,26,0,0,0,0,False,26,0,0,False
2020-01-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-01-26,0,0,0,27,0,False,27,0,0,0,0,False,27,0,0,False
2020-02-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-02-09,26,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-02-16,26,0,0,26,0,False,26,0,0,0,0,False,26,0,0,False
2020-02-23,26,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-03-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-03-08,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-03-15,0,0,0,23,0,False,23,0,0,0,0,False,23,0,0,False
2020-03-22,22,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-03-29,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-04-05,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-04-12,45,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-04-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-04-26,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,0,True,0,0,0,True
