date,mariage chic ,mariage nature ,mariage romantique ,mariage original _x,mariage traditionnel ,isPartial_x,mariage original _y,mariage élégant ,mariage bohème ,mariage champêtre _x,mariage glamour ,isPartial_y,mariage champêtre _y,mariage vintage,mariage plage ,isPartial
2018-04-29,0.0,0.0,0.0,140.909217877095,0.0,False,43,0,0,0,0,False,0,0,0,False
2018-05-06,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-05-13,67.47765363128492,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-05-20,134.95530726256985,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-05-27,65.49301675977654,0.0,0.0,99.23184357541899,0.0,False,30,0,0,20,0,False,20,0,0,False
2018-06-03,99.23184357541899,0.0,0.0,65.49301675977654,0.0,False,20,0,0,20,0,False,20,0,0,False
2018-06-10,130.98603351955308,0.0,0.0,63.50837988826816,0.0,False,19,0,0,0,0,False,0,0,0,False
2018-06-17,69.4622905027933,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-06-24,69.4622905027933,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-07-01,67.47765363128492,0.0,0.0,132.97067039106145,0.0,False,40,0,0,0,0,False,0,0,0,False
2018-07-08,0.0,0.0,0.0,71.44692737430168,0.0,False,21,0,0,0,0,False,0,0,0,False
2018-07-15,75.41620111731844,0.0,0.0,75.41620111731844,0.0,False,23,0,0,23,0,False,23,0,0,False
2018-07-22,75.41620111731844,0.0,0.0,75.41620111731844,0.0,False,23,0,0,23,0,False,23,0,0,False
2018-07-29,0.0,0.0,0.0,75.41620111731844,0.0,False,23,0,0,0,0,False,0,0,0,False
2018-08-05,0.0,0.0,0.0,77.40083798882682,0.0,False,23,0,0,0,0,False,0,0,0,False
2018-08-12,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-08-19,152.81703910614524,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-08-26,71.44692737430168,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-09-02,71.44692737430168,0.0,0.0,71.44692737430168,0.0,False,22,0,0,0,0,False,0,0,0,False
2018-09-09,69.4622905027933,0.0,0.0,69.4622905027933,0.0,False,21,0,0,21,0,False,21,0,0,False
2018-09-16,103.20111731843576,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-09-23,69.4622905027933,0.0,0.0,69.4622905027933,0.0,False,21,0,0,21,0,False,21,0,0,False
2018-09-30,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-10-07,0.0,0.0,0.0,69.4622905027933,0.0,False,21,0,0,0,0,False,0,0,0,False
2018-10-14,0.0,0.0,0.0,0.0,0.0,False,0,0,0,21,0,False,21,0,0,False
2018-10-21,71.44692737430168,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-10-28,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-11-04,0.0,0.0,0.0,132.97067039106145,0.0,False,40,0,0,0,0,False,0,0,0,False
2018-11-11,67.47765363128492,0.0,0.0,67.47765363128492,0.0,False,20,0,0,0,0,False,0,0,0,False
2018-11-18,63.50837988826816,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-11-25,65.49301675977654,0.0,0.0,65.49301675977654,0.0,False,20,0,0,0,0,False,0,0,0,False
2018-12-02,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-12-09,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-12-16,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2018-12-23,0.0,0.0,0.0,148.8477653631285,0.0,False,45,0,0,0,0,False,0,0,0,False
2018-12-30,71.44692737430168,0.0,0.0,0.0,0.0,False,0,0,0,22,0,False,22,0,0,False
2019-01-06,99.23184357541899,0.0,0.0,65.49301675977654,0.0,False,20,0,0,0,0,False,0,0,0,False
2019-01-13,132.97067039106145,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-01-20,0.0,0.0,0.0,63.50837988826816,0.0,False,19,0,0,0,0,False,0,0,0,False
2019-01-27,61.52374301675978,0.0,0.0,61.52374301675978,0.0,False,19,0,0,0,0,False,0,0,0,False
2019-02-03,130.98603351955308,0.0,0.0,65.49301675977654,0.0,False,20,0,0,0,0,False,0,0,0,False
2019-02-10,140.909217877095,0.0,0.0,71.44692737430168,0.0,False,21,0,0,0,0,False,0,0,0,False
2019-02-17,69.4622905027933,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-02-24,65.49301675977654,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-03-03,127.01675977653632,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-03-10,65.49301675977654,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-03-17,134.95530726256985,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-03-24,0.0,0.0,0.0,0.0,0.0,False,0,0,0,21,0,False,21,0,0,False
2019-03-31,0.0,0.0,0.0,67.47765363128492,0.0,False,21,0,0,0,0,False,0,0,0,False
2019-04-07,142.89385474860336,0.0,0.0,71.44692737430168,0.0,False,22,0,0,0,0,False,0,0,0,False
2019-04-14,73.43156424581007,0.0,0.0,73.43156424581007,0.0,False,22,0,0,0,0,False,0,0,0,False
2019-04-21,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-04-28,63.50837988826816,0.0,0.0,63.50837988826816,0.0,False,19,0,0,0,0,False,0,0,0,False
2019-05-05,63.50837988826816,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-05-12,65.49301675977654,0.0,0.0,65.49301675977654,0.0,False,20,0,0,0,0,False,0,0,0,False
2019-05-19,65.49301675977654,0.0,0.0,65.49301675977654,0.0,False,20,0,0,0,0,False,0,0,0,False
2019-05-26,99.23184357541899,0.0,0.0,0.0,0.0,False,0,0,0,20,0,False,20,0,0,False
2019-06-02,61.52374301675978,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-06-09,63.50837988826816,0.0,0.0,0.0,0.0,False,0,0,0,19,0,False,19,0,0,False
2019-06-16,67.47765363128492,0.0,0.0,0.0,0.0,False,0,0,0,20,0,False,20,0,0,False
2019-06-23,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-06-30,67.47765363128492,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-07-07,67.47765363128492,0.0,0.0,136.93994413407822,0.0,False,41,0,0,0,0,False,0,0,0,False
2019-07-14,0.0,0.0,0.0,142.89385474860336,0.0,False,44,0,0,0,0,False,0,0,0,False
2019-07-21,0.0,0.0,0.0,71.44692737430168,0.0,False,22,0,0,22,0,False,22,0,0,False
2019-07-28,73.43156424581007,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-08-04,146.86312849162013,0.0,0.0,146.86312849162013,0.0,False,45,0,0,0,0,False,0,0,0,False
2019-08-11,71.44692737430168,0.0,0.0,71.44692737430168,0.0,False,22,0,0,22,0,False,22,0,0,False
2019-08-18,73.43156424581007,0.0,0.0,75.41620111731844,0.0,False,23,0,0,45,0,False,45,0,0,False
2019-08-25,0.0,0.0,0.0,134.95530726256985,0.0,False,41,0,0,20,0,False,20,0,0,False
2019-09-01,63.50837988826816,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-09-08,0.0,0.0,0.0,63.50837988826816,0.0,False,19,0,0,0,0,False,0,0,0,False
2019-09-15,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-09-22,59.5391061452514,0.0,0.0,59.5391061452514,0.0,False,18,0,0,18,0,False,18,0,0,False
2019-09-29,61.52374301675978,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-10-06,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-10-13,59.5391061452514,0.0,0.0,0.0,0.0,False,0,0,0,18,0,False,18,0,0,False
2019-10-20,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-10-27,89.30865921787709,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-11-03,89.30865921787709,0.0,0.0,59.5391061452514,0.0,False,18,0,0,0,0,False,0,0,0,False
2019-11-10,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-11-17,59.5391061452514,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-11-24,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-12-01,57.55446927374302,0.0,0.0,57.55446927374302,0.0,False,18,0,0,18,0,False,18,0,0,False
2019-12-08,0.0,0.0,0.0,57.55446927374302,0.0,False,17,0,0,0,0,False,0,0,0,False
2019-12-15,57.55446927374302,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-12-22,125.03212290502793,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2019-12-29,61.52374301675978,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2020-01-05,55.56983240223464,0.0,0.0,55.56983240223464,0.0,False,17,0,0,17,0,False,17,0,0,False
2020-01-12,55.56983240223464,0.0,0.0,55.56983240223464,0.0,False,17,0,0,17,0,False,17,0,0,False
2020-01-19,0.0,0.0,0.0,0.0,0.0,False,0,0,0,17,0,False,17,0,0,False
2020-01-26,55.56983240223464,0.0,0.0,55.56983240223464,0.0,False,17,0,0,0,0,False,0,0,0,False
2020-02-02,168.6941340782123,0.0,0.0,55.56983240223464,0.0,False,17,0,0,0,0,False,0,0,0,False
2020-02-09,111.13966480446928,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2020-02-16,0.0,0.0,0.0,57.55446927374302,0.0,False,18,0,0,0,0,False,0,0,0,False
2020-02-23,57.55446927374302,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2020-03-01,0.0,0.0,0.0,55.56983240223464,0.0,False,17,0,0,0,0,False,0,0,0,False
2020-03-08,53.58519553072626,0.0,0.0,0.0,0.0,False,0,0,0,16,0,False,16,0,0,False
2020-03-15,0.0,0.0,0.0,47.63128491620112,0.0,False,15,0,0,0,0,False,0,0,0,False
2020-03-22,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2020-03-29,47.63128491620112,0.0,0.0,93.27793296089386,0.0,False,28,0,0,0,0,False,0,0,0,False
2020-04-05,47.63128491620112,0.0,0.0,0.0,0.0,False,0,0,0,14,0,False,14,0,0,False
2020-04-12,47.63128491620112,0.0,0.0,0.0,0.0,False,0,0,0,0,0,False,0,0,0,False
2020-04-19,47.63128491620112,0.0,0.0,47.63128491620112,0.0,False,15,0,0,0,0,False,0,0,0,False
2020-04-26,45.64664804469274,0.0,0.0,43.66201117318436,0.0,False,13,0,0,0,0,False,0,0,0,False
2020-05-03,0.0,0.0,0.0,0.0,0.0,True,0,0,0,100,0,True,100,0,0,True
