Year,ticket_geo_region_name,Spend_type,Distribution
2018,Schleswig-Holstein,Hochzeit Kosten,0.45
2018,Schleswig-Holstein,Hochzeit Geld,0.41
2018,Schleswig-Holstein,Hochzeit Preis,0.0
2018,Thüringen,Hochzeit günstig,0.0
2018,Thüringen,Hochzeit Kosten,0.47
2018,Thüringen,Hochzeit Geld,0.53
2018,Thüringen,Hochzeit Preis,0.0
2019,Baden-Württemberg,Hochzeit günstig,0.13
2019,Baden-Württemberg,Hochzeit Kosten,0.41
2019,Baden-Württemberg,Hochzeit Geld,0.35
2019,Baden-Württemberg,Hochzeit Preis,0.1
2019,Bayern,Hochzeit günstig,0.15
2019,Bayern,Hochzeit Kosten,0.4
2019,Bayern,Hochzeit Geld,0.34
2019,Bayern,Hochzeit Preis,0.1
2019,Berlin,Hochzeit günstig,0.17
2019,Berlin,Hochzeit Kosten,0.49
2019,Berlin,Hochzeit Geld,0.34
2019,Berlin,Hochzeit Preis,0.0
2019,Brandenburg,Hochzeit günstig,0.0
2019,Brandenburg,Hochzeit Kosten,0.51
2019,Brandenburg,Hochzeit Geld,0.49
2019,Brandenburg,Hochzeit Preis,0.0
2019,Bremen,Hochzeit günstig,0.0
2019,Bremen,Hochzeit Kosten,1.0
2019,Bremen,Hochzeit Geld,0.0
2019,Bremen,Hochzeit Preis,0.0
2019,Deutschland,Hochzeit günstig,0.13
2019,Deutschland,Hochzeit Kosten,0.46
2019,Deutschland,Hochzeit Geld,0.34
2019,Deutschland,Hochzeit Preis,0.08
2019,Hamburg,Hochzeit günstig,0.0
2019,Hamburg,Hochzeit Kosten,0.55
2019,Hamburg,Hochzeit Geld,0.45
2019,Hamburg,Hochzeit Preis,0.0
2019,Hessen,Hochzeit günstig,0.14
2019,Hessen,Hochzeit Kosten,0.49
2019,Hessen,Hochzeit Geld,0.29
2019,Hessen,Hochzeit Preis,0.08
2019,Niedersachsen,Hochzeit günstig,0.19
2019,Niedersachsen,Hochzeit Kosten,0.35
2019,Niedersachsen,Hochzeit Geld,0.36
2019,Niedersachsen,Hochzeit Preis,0.09
2019,Mecklenburg-Vorpommern,Hochzeit günstig,0.0
2019,Mecklenburg-Vorpommern,Hochzeit Kosten,0.43
2019,Mecklenburg-Vorpommern,Hochzeit Geld,0.57
2019,Mecklenburg-Vorpommern,Hochzeit Preis,0.0
2019,Nordrhein-Westfalen,Hochzeit günstig,0.15
2019,Nordrhein-Westfalen,Hochzeit Kosten,0.44
2019,Nordrhein-Westfalen,Hochzeit Geld,0.29
2019,Nordrhein-Westfalen,Hochzeit Preis,0.12
2019,Rheinland-Pfalz,Hochzeit günstig,0.15
2019,Rheinland-Pfalz,Hochzeit Kosten,0.5
2019,Rheinland-Pfalz,Hochzeit Geld,0.36
2019,Rheinland-Pfalz,Hochzeit Preis,0.0
2019,Saarland,Hochzeit günstig,0.0
2019,Saarland,Hochzeit Kosten,0.0
2019,Saarland,Hochzeit Geld,1.0
2019,Saarland,Hochzeit Preis,0.0
2019,Sachsen,Hochzeit günstig,0.12
2019,Sachsen,Hochzeit Kosten,0.5
2019,Sachsen,Hochzeit Geld,0.38
2019,Sachsen,Hochzeit Preis,0.0
2019,Sachsen-Anhalt,Hochzeit günstig,0.0
2019,Sachsen-Anhalt,Hochzeit Kosten,0.62
2019,Sachsen-Anhalt,Hochzeit Geld,0.38
2019,Sachsen-Anhalt,Hochzeit Preis,0.0
2019,Schleswig-Holstein,Hochzeit günstig,0.1
2019,Schleswig-Holstein,Hochzeit Kosten,0.52
2019,Schleswig-Holstein,Hochzeit Geld,0.39
2019,Schleswig-Holstein,Hochzeit Preis,0.0
2019,Thüringen,Hochzeit günstig,0.0
2019,Thüringen,Hochzeit Kosten,0.47
2019,Thüringen,Hochzeit Geld,0.53
2019,Thüringen,Hochzeit Preis,0.0
2020,Baden-Württemberg,Hochzeit günstig,0.11
2020,Baden-Württemberg,Hochzeit Kosten,0.55
2020,Baden-Württemberg,Hochzeit Geld,0.19
2020,Baden-Württemberg,Hochzeit Preis,0.15
2020,Bayern,Hochzeit günstig,0.11
2020,Bayern,Hochzeit Kosten,0.5
2020,Bayern,Hochzeit Geld,0.19
2020,Bayern,Hochzeit Preis,0.2
2020,Berlin,Hochzeit günstig,0.2
2020,Berlin,Hochzeit Kosten,0.42
2020,Berlin,Hochzeit Geld,0.37
2020,Berlin,Hochzeit Preis,0.0
2020,Brandenburg,Hochzeit günstig,0.0
2020,Brandenburg,Hochzeit Kosten,0.6
2020,Brandenburg,Hochzeit Geld,0.4
2020,Brandenburg,Hochzeit Preis,0.0
2020,Bremen,Hochzeit günstig,0.0
2020,Bremen,Hochzeit Kosten,1.0
2020,Bremen,Hochzeit Geld,0.0
2020,Bremen,Hochzeit Preis,0.0
2020,Deutschland,Hochzeit günstig,0.12
2020,Deutschland,Hochzeit Kosten,0.55
2020,Deutschland,Hochzeit Geld,0.22
2020,Deutschland,Hochzeit Preis,0.11
2020,Hamburg,Hochzeit günstig,0.0
2020,Hamburg,Hochzeit Kosten,0.63
2020,Hamburg,Hochzeit Geld,0.37
2020,Hamburg,Hochzeit Preis,0.0
2020,Hessen,Hochzeit günstig,0.09
2020,Hessen,Hochzeit Kosten,0.39
2020,Hessen,Hochzeit Geld,0.34
2020,Hessen,Hochzeit Preis,0.17
2020,Niedersachsen,Hochzeit günstig,0.19
2020,Niedersachsen,Hochzeit Kosten,0.56
2020,Niedersachsen,Hochzeit Geld,0.18
2020,Niedersachsen,Hochzeit Preis,0.07
2020,Mecklenburg-Vorpommern,Hochzeit günstig,0.0
2020,Mecklenburg-Vorpommern,Hochzeit Kosten,0.67
2020,Mecklenburg-Vorpommern,Hochzeit Geld,0.33
2020,Mecklenburg-Vorpommern,Hochzeit Preis,0.0
2020,Nordrhein-Westfalen,Hochzeit günstig,0.13
2020,Nordrhein-Westfalen,Hochzeit Kosten,0.47
2020,Nordrhein-Westfalen,Hochzeit Geld,0.28
2020,Nordrhein-Westfalen,Hochzeit Preis,0.13
2020,Rheinland-Pfalz,Hochzeit günstig,0.29
2020,Rheinland-Pfalz,Hochzeit Kosten,0.57
2020,Rheinland-Pfalz,Hochzeit Geld,0.14
2020,Rheinland-Pfalz,Hochzeit Preis,0.0
2020,Saarland,Hochzeit günstig,0.0
2020,Saarland,Hochzeit Kosten,0.0
2020,Saarland,Hochzeit Geld,1.0
2020,Saarland,Hochzeit Preis,0.0
2020,Sachsen,Hochzeit günstig,0.19
2020,Sachsen,Hochzeit Kosten,0.52
2020,Sachsen,Hochzeit Geld,0.29
2020,Sachsen,Hochzeit Preis,0.0
2020,Sachsen-Anhalt,Hochzeit günstig,0.0
2020,Sachsen-Anhalt,Hochzeit Kosten,0.78
2020,Sachsen-Anhalt,Hochzeit Geld,0.22
2020,Sachsen-Anhalt,Hochzeit Preis,0.0
2020,Schleswig-Holstein,Hochzeit günstig,0.18
2020,Schleswig-Holstein,Hochzeit Kosten,0.52
2020,Schleswig-Holstein,Hochzeit Geld,0.3
2020,Schleswig-Holstein,Hochzeit Preis,0.0
2020,Thüringen,Hochzeit günstig,0.0
2020,Thüringen,Hochzeit Kosten,0.62
2020,Thüringen,Hochzeit Geld,0.38
2020,Thüringen,Hochzeit Preis,0.0
